phylum,class,order,family,genus,species,common_name,species_type,dive_location,latitude,longitude,lcode,rw_number,survey_date,drange1,drange2
Chordata,Actinopteri,Syngnathiformes,Sygnathidae,Phyllopteryx,taeniolatus,Common Seadragon (aka. Weedy Seadragon),Fish Species,Point Franklin Reef,-38.8599,143.5538,86,52,5/04/2003,5,10
Chordata,Actinopteri,Perciformes,Serranidae,Caesioperca,rasor,Barber Perch,Fish Species,Point Franklin Reef,-38.8599,143.5538,86,52,5/04/2003,5,10
Chordata,Actinopteri,Perciformes,Plesiopidae,Paraplesiops,meleagris,Southern Blue Devil (aka. Blue Devil),Fish Species,Point Franklin Reef,-38.8599,143.5538,86,52,5/04/2003,5,10
Chordata,Actinopteri,Perciformes,Plesiopidae,Trachinops,caudimaculatus,Southern Hulafish,Fish Species,Point Franklin Reef,-38.8599,143.5538,86,52,5/04/2003,5,10
Chordata,Actinopteri,Perciformes,Plesiopidae,Trachinops,taeniatus,Eastern Hulafish,Fish Species,Point Franklin Reef,-38.8599,143.5538,86,52,5/04/2003,5,10
Chordata,Actinopteri,Perciformes,Apogonidae,Vincentia,conspersa,Southern Cardinal Fish (aka. Southern Gobbleguts),Fish Species,Point Franklin Reef,-38.8599,143.5538,86,52,5/04/2003,5,10
Chordata,Actinopteri,Perciformes,Mullidae,Upeneichthys,lineatus,Blue-lined Goatfish,Fish Species,Point Franklin Reef,-38.8599,143.5538,86,52,5/04/2003,5,10
Chordata,Actinopteri,Perciformes,Kyphosidae,Scorpis,lineolata,Silver Sweep,Fish Species,Point Franklin Reef,-38.8599,143.5538,86,52,5/04/2003,5,10
Chordata,Actinopteri,Perciformes,Kyphosidae,Tilodon,sexfasciatus,Moonlighter,Fish Species,Point Franklin Reef,-38.8599,143.5538,86,52,5/04/2003,5,10
Chordata,Actinopteri,Perciformes,Cheilodactylidae,Cheilodactylus,nigripes,Magpie Perch (aka. Magpie Morwong),Fish Species,Point Franklin Reef,-38.8599,143.5538,86,52,5/04/2003,5,10
Chordata,Actinopteri,Perciformes,Pomacentridae,Parma,victoriae,Scalyfin,Fish Species,Point Franklin Reef,-38.8599,143.5538,86,52,5/04/2003,5,10
Chordata,Actinopteri,Perciformes,Labridae,Notolabrus,tetricus,Blue - Throated Wrasse,Fish Species,Point Franklin Reef,-38.8599,143.5538,86,52,5/04/2003,5,10
Chordata,Actinopteri,Tetraodontiformes,Monocanthidae,Meuschenia,flavolineata,Yellow-striped Leatherjacket,Fish Species,Point Franklin Reef,-38.8599,143.5538,86,52,5/04/2003,5,10
Chordata,Actinopteri,Tetraodontiformes,Aracanidae,Aracana,aurita,Shaws cowfish,Fish Species,Point Franklin Reef,-38.8599,143.5538,86,52,27/03/2004,5,10
Chordata,Actinopteri,Tetraodontiformes,Diodontidae,Diodon,nichthemerus,Globefish,Fish Species,Point Franklin Reef,-38.8599,143.5538,86,52,27/03/2004,5,10
Mollusca,Gastropoda,Nudibranchia,Polyceridae,Tambja,verconis,Vercos Nudibranch (aka. Blue-yellow Sea Slug),Invertebrates,Point Franklin Reef,-38.8599,143.5538,86,52,27/03/2004,5,10
Mollusca,Bivalvia,Pectinoida,Pectinidae,Mimachlamys,asperrima,Doughboy Scallop,Invertebrates,Point Franklin Reef,-38.8599,143.5538,86,52,27/03/2004,5,10
Mollusca,Cephalopoda,Sepiida,Sepiidae,Sepia,apama,Giant Cuttlefish,Invertebrates,Point Franklin Reef,-38.8599,143.5538,86,52,27/03/2004,5,10
Echinodermata,Echinoidea,Camarodonta,Echinometridae,Heliocidaris,erythrogramma,Common Sea Urchin,Invertebrates,Point Franklin Reef,-38.8599,143.5538,86,52,27/03/2004,5,10
Chordata,Ascidiacea,Aplousobranchia,Holozoidae,Sycozoa,cerebriformis,Brain Sea Squirt,Invertebrates,Point Franklin Reef,-38.8599,143.5538,86,52,27/03/2004,5,10
Ochrophyta,Phaeophyceae,Laminariales,Lessoniaceae,Ecklonia,radiata,Common Kelp,Marine Plants,Point Franklin Reef,-38.8599,143.5538,86,52,27/03/2004,5,10
Chordata,Elasmobranchii,Myliobatiformes,Dasyatididae,Dasyatis,thetidis,Smooth Stingray (aka.Black Stingray),Fish Species,Point Franklin Reef,-38.8599,143.5538,86,52,27/03/2004,5,10
Chordata,Actinopteri,Syngnathiformes,Sygnathidae,Phyllopteryx,taeniolatus,Common Seadragon (aka. Weedy Seadragon),Fish Species,Point Franklin Reef,-38.8599,143.5538,86,52,27/03/2004,5,10
Chordata,Actinopteri,Perciformes,Plesiopidae,Trachinops,caudimaculatus,Southern Hulafish,Fish Species,Point Franklin Reef,-38.8599,143.5538,86,52,27/03/2004,5,10
Chordata,Actinopteri,Perciformes,Pempheridae,Pempheris,multiradiata,Common Bullseye,Fish Species,Point Franklin Reef,-38.8599,143.5538,86,52,27/03/2004,5,10
Chordata,Actinopteri,Perciformes,Kyphosidae,Scorpis,aequipinnis,Sea Sweep,Fish Species,Point Franklin Reef,-38.8599,143.5538,86,52,27/03/2004,5,10
Chordata,Actinopteri,Perciformes,Kyphosidae,Scorpis,lineolata,Silver Sweep,Fish Species,Point Franklin Reef,-38.8599,143.5538,86,52,27/03/2004,5,10
Chordata,Actinopteri,Perciformes,Kyphosidae,Tilodon,sexfasciatus,Moonlighter,Fish Species,Point Franklin Reef,-38.8599,143.5538,86,52,27/03/2004,5,10
Chordata,Actinopteri,Perciformes,Enoplosidae,Enoplosus,armatus,Old Wife,Fish Species,Point Franklin Reef,-38.8599,143.5538,86,52,27/03/2004,5,10
Chordata,Actinopteri,Perciformes,Pomacentridae,Parma,victoriae,Scalyfin,Fish Species,Point Franklin Reef,-38.8599,143.5538,86,52,27/03/2004,5,10
Chordata,Actinopteri,Perciformes,Labridae,Notolabrus,tetricus,Blue - Throated Wrasse,Fish Species,Point Franklin Reef,-38.8599,143.5538,86,52,27/03/2004,5,10
Chordata,Actinopteri,Perciformes,Labridae,Notolabrus,tetricus,Blue - Throated Wrasse,Fish Species,Point Franklin Reef,-38.8599,143.5538,86,320,3/12/2013,0,5
Chordata,Actinopteri,Perciformes,Labridae,Pictilabrus,lacticlavius,Senator Wrasse,Fish Species,Point Franklin Reef,-38.8599,143.5538,86,320,3/12/2013,0,5
Chordata,Actinopteri,Tetraodontiformes,Monocanthidae,Meuschenia,freycineti,Six Spined Leatherjacket,Fish Species,Point Franklin Reef,-38.8599,143.5538,86,320,3/12/2013,0,5
Chordata,Actinopteri,Tetraodontiformes,Monocanthidae,Meuschenia,hippocrepis,Horseshoe Leatherjacket,Fish Species,Point Franklin Reef,-38.8599,143.5538,86,320,3/12/2013,0,5
Chordata,Actinopteri,Tetraodontiformes,Aracanidae,Aracana,ornata,Ornate Cowfish,Fish Species,Point Leo,-38.422,145.078,68,180,10/12/2005,0,10
Chordata,Actinopteri,Perciformes,Serranidae,Othos,dentex,Harlequin fish,Fish Species,Point Leo,-38.422,145.078,68,180,10/12/2005,0,10
Chordata,Actinopteri,Syngnathiformes,Sygnathidae,Phyllopteryx,taeniolatus,Common Seadragon (aka. Weedy Seadragon),Fish Species,Point Leo,-38.422,145.078,68,180,10/12/2005,0,10
Chordata,Actinopteri,Perciformes,Cheilodactylidae,Dactylophora,nigricans,Dusky Morwong,Fish Species,Point Leo,-38.422,145.078,68,180,10/12/2005,0,10
Chordata,Actinopteri,Perciformes,Pomacentridae,Parma,victoriae,Scalyfin,Fish Species,Point Leo,-38.422,145.078,68,180,10/12/2005,0,10
Chordata,Actinopteri,Perciformes,Labridae,Notolabrus,fucicola,Saddled Wrasse,Fish Species,Point Leo,-38.422,145.078,68,180,10/12/2005,0,10
Chordata,Actinopteri,Perciformes,Labridae,Notolabrus,tetricus,Blue - Throated Wrasse,Fish Species,Point Leo,-38.422,145.078,68,180,10/12/2005,0,10
Chordata,Actinopteri,Tetraodontiformes,Monocanthidae,Meuschenia,freycineti,Six Spined Leatherjacket,Fish Species,Point Leo,-38.422,145.078,68,180,10/12/2005,0,10
Chordata,Actinopteri,Tetraodontiformes,Monocanthidae,Meuschenia,hippocrepis,Horseshoe Leatherjacket,Fish Species,Point Leo,-38.422,145.078,68,180,10/12/2005,0,10
Chordata,Actinopteri,Tetraodontiformes,Aracanidae,Aracana,ornata,Ornate Cowfish,Fish Species,Point Leo,-38.422,145.078,68,82,1/04/2005,0,5
Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Tetractenos,glaber,Smooth Toadfish,Fish Species,Point Leo,-38.422,145.078,68,82,1/04/2005,0,5
Chordata,Actinopteri,Tetraodontiformes,Diodontidae,Diodon,nichthemerus,Globefish,Fish Species,Point Leo,-38.422,145.078,68,82,1/04/2005,0,5
Cnidaria,Anthozoa,Actiniaria,Actiniidae,Phlyctenactis,tuberculosa,Orange Wandering,Invertebrates,Point Leo,-38.422,145.078,68,82,1/04/2005,0,5
Rhodophyta,Florideophyceae,Corallinales,Corallinaceae,Amphiroa,anceps,Branching Coralline,Marine Plants,Point Leo,-38.422,145.078,68,82,1/04/2005,0,5
Tracheophyta,,Alismatales,Cymodoceaceae,Amphibolis,antartica,Sea Nymph,Marine Plants,Point Leo,-38.422,145.078,68,82,1/04/2005,0,5
Tracheophyta,,Alismatales,Zosteraceae,Zostera,tasmanica,Eel Grass,Marine Plants,Point Leo,-38.422,145.078,68,82,1/04/2005,0,5
Chordata,Actinopteri,Perciformes,Sillaginidae,Sillaginodes,punctatus,King George Whiting,Fish Species,Point Leo,-38.422,145.078,68,82,1/04/2005,0,5
Chordata,Actinopteri,Perciformes,Kyphosidae,Girella,zebra,Zebra fish,Fish Species,Point Leo,-38.422,145.078,68,82,1/04/2005,0,5
Chordata,Actinopteri,Perciformes,Kyphosidae,Tilodon,sexfasciatus,Moonlighter,Fish Species,Point Leo,-38.422,145.078,68,82,1/04/2005,0,5
Chordata,Actinopteri,Perciformes,Cheilodactylidae,Cheilodactylus,nigripes,Magpie Perch (aka. Magpie Morwong),Fish Species,Point Leo,-38.422,145.078,68,82,1/04/2005,0,5
Chordata,Actinopteri,Perciformes,Pomacentridae,Parma,victoriae,Scalyfin,Fish Species,Point Leo,-38.422,145.078,68,82,1/04/2005,0,5
Chordata,Actinopteri,Perciformes,Labridae,Notolabrus,tetricus,Blue - Throated Wrasse,Fish Species,Point Leo,-38.422,145.078,68,82,1/04/2005,0,5
Chordata,Actinopteri,Tetraodontiformes,Aracanidae,Aracana,aurita,Shaws cowfish,Fish Species,Point Leo,-38.422,145.078,68,180,16/12/2006,0,10
Chordata,Actinopteri,Tetraodontiformes,Aracanidae,Aracana,ornata,Ornate Cowfish,Fish Species,Point Leo,-38.422,145.078,68,180,16/12/2006,0,10
Chordata,Actinopteri,Syngnathiformes,Sygnathidae,Phyllopteryx,taeniolatus,Common Seadragon (aka. Weedy Seadragon),Fish Species,Point Leo,-38.422,145.078,68,180,16/12/2006,0,10
Chordata,Actinopteri,Perciformes,Pomacentridae,Parma,victoriae,Scalyfin,Fish Species,Point Leo,-38.422,145.078,68,180,16/12/2006,0,10
Chordata,Actinopteri,Perciformes,Labridae,Notolabrus,fucicola,Saddled Wrasse,Fish Species,Point Leo,-38.422,145.078,68,180,16/12/2006,0,10
Chordata,Actinopteri,Perciformes,Labridae,Notolabrus,tetricus,Blue - Throated Wrasse,Fish Species,Point Leo,-38.422,145.078,68,180,16/12/2006,0,10
Cnidaria,Anthozoa,Alcyonacea,Primnoidae,Primnoella,australasiae,Sea Whips,Invertebrates,Point Leo,-38.422,145.078,68,231,12/08/2007,5,10
Mollusca,Gastropoda,,Haliotidae,Haliotis,rubra,Blacklip Abalone,Invertebrates,Point Leo,-38.422,145.078,68,231,12/08/2007,5,10
Mollusca,Cephalopoda,Sepiida,Sepiidae,Sepia,apama,Giant Cuttlefish,Invertebrates,Point Leo,-38.422,145.078,68,231,12/08/2007,5,10
Echinodermata,Asteroidea,Valvatida,Asterinidae,Meridiastra,gunnii,Purple sea star,Invertebrates,Point Leo,-38.422,145.078,68,231,12/08/2007,5,10
Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Uniophora,granifera,Knobby Sea Star,Invertebrates,Point Leo,-38.422,145.078,68,231,12/08/2007,5,10
Echinodermata,Echinoidea,Camarodonta,Echinometridae,Heliocidaris,erythrogramma,Common Sea Urchin,Invertebrates,Point Leo,-38.422,145.078,68,231,12/08/2007,5,10
Echinodermata,Echinoidea,Diadematoida,Diadematidae,Centrostephanus,rodgersii,Black Sea Urchin,Invertebrates,Point Leo,-38.422,145.078,68,231,12/08/2007,5,10
Ochrophyta,Phaeophyceae,Laminariales,Lessoniaceae,Ecklonia,radiata,Common Kelp,Marine Plants,Point Leo,-38.422,145.078,68,231,12/08/2007,5,10
Rhodophyta,Florideophyceae,Plocamiales,Plocamiaceae,Plocamium,dilatatum,Red Fleshy,Marine Plants,Point Leo,-38.422,145.078,68,231,12/08/2007,5,10
Rhodophyta,Florideophyceae,Corallinales,Corallinaceae,Encrusting,sp.,Encrusting Coralline,Marine Plants,Point Leo,-38.422,145.078,68,231,12/08/2007,5,10
Ochrophyta,Phaeophyceae,Dictyotales,Dictyotaceae,Zonaria,sp.,Turfing Brown,Marine Plants,Point Leo,-38.422,145.078,68,231,12/08/2007,5,10
Tracheophyta,,Alismatales,Hydrocharitaceae,Halophila,australis,Paddleweed,Marine Plants,Point Leo,-38.422,145.078,68,231,12/08/2007,5,10
Tracheophyta,,Alismatales,Cymodoceaceae,Amphibolis,antartica,Sea Nymph,Marine Plants,Point Leo,-38.422,145.078,68,231,12/08/2007,5,10
Chordata,Actinopteri,Perciformes,Labridae,Notolabrus,tetricus,Blue - Throated Wrasse,Fish Species,Point Leo,-38.422,145.078,68,231,12/08/2007,5,10
Chordata,Actinopteri,Tetraodontiformes,Aracanidae,Aracana,ornata,Ornate Cowfish,Fish Species,Point Leo,-38.422,145.078,68,231,26/08/2007,5,10
Cnidaria,Anthozoa,Zoantharia,Parazoanthidae,Parazoanthus,sp.,Yellow Zoanthid,Invertebrates,Point Leo,-38.422,145.078,68,231,26/08/2007,5,10
Mollusca,Gastropoda,,Haliotidae,Haliotis,laevigata,Greenlip Abablone,Invertebrates,Point Leo,-38.422,145.078,68,231,26/08/2007,5,10
Mollusca,Gastropoda,,Fasciolariidae,Australaria,australasia,Tulip Shell,Invertebrates,Point Leo,-38.422,145.078,68,231,26/08/2007,5,10
Echinodermata,Asteroidea,Valvatida,Asterinidae,Meridiastra,gunnii,Purple sea star,Invertebrates,Point Leo,-38.422,145.078,68,231,26/08/2007,5,10
Echinodermata,Asteroidea,Valvatida,Goniasteridae,Nectria,ocellata,Ocellate Sea Star,Invertebrates,Point Leo,-38.422,145.078,68,231,26/08/2007,5,10
Echinodermata,Asteroidea,Spinulosida,Echinasteridae,Plectaster,decanus,Mosaic Sea Star,Invertebrates,Point Leo,-38.422,145.078,68,231,26/08/2007,5,10
Chordata,Elasmobranchii,Orectolobiformes,Parascyllidae,Parascyllium,variolatum,Varied Carpet Shark (aka. Varied Catshark),Fish Species,Point Leo,-38.422,145.078,68,231,26/08/2007,5,10
Echinodermata,Crinoidea,Comatulida,Comatulidae,Cenolia,trichoptera,Orange Feather Star,Invertebrates,Point Leo,-38.422,145.078,68,231,26/08/2007,5,10
Echinodermata,Echinoidea,Camarodonta,Echinometridae,Heliocidaris,erythrogramma,Common Sea Urchin,Invertebrates,Point Leo,-38.422,145.078,68,231,26/08/2007,5,10
Echinodermata,Echinoidea,Diadematoida,Diadematidae,Centrostephanus,rodgersii,Black Sea Urchin,Invertebrates,Point Leo,-38.422,145.078,68,231,26/08/2007,5,10
Chordata,Ascidiacea,Stolidobranchia,Pyuridae,Herdmania,momus,Red-throat Sea Squirt,Invertebrates,Point Leo,-38.422,145.078,68,231,26/08/2007,5,10
Chordata,Ascidiacea,Aplousobranchia,Holozoidae,Sycozoa,cerebriformis,Brain Sea Squirt,Invertebrates,Point Leo,-38.422,145.078,68,231,26/08/2007,5,10
Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Cephaloscyllium,laticeps,Draughtboard Shark,Fish Species,Point Leo,-38.422,145.078,68,231,26/08/2007,5,10
Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,Acrocarpia,sp.,Acropcarpia,Marine Plants,Point Leo,-38.422,145.078,68,231,26/08/2007,5,10
Chlorophyta,Ulvophyceae,Cladophorales,Cladaphoraceae,Cladophora,sp.,Green Filamentous,Marine Plants,Point Leo,-38.422,145.078,68,231,26/08/2007,5,10
Rhodophyta,Florideophyceae,Plocamiales,Plocamiaceae,Plocamium,dilatatum,Red Fleshy,Marine Plants,Point Leo,-38.422,145.078,68,231,26/08/2007,5,10
Rhodophyta,Florideophyceae,Corallinales,Corallinaceae,Encrusting,sp.,Encrusting Coralline,Marine Plants,Point Leo,-38.422,145.078,68,231,26/08/2007,5,10
Rhodophyta,Florideophyceae,Balliales,Balliaceae,Ballia,callitricha,Turfing Red,Marine Plants,Point Leo,-38.422,145.078,68,231,26/08/2007,5,10
Ochrophyta,Phaeophyceae,Dictyotales,Dictyotaceae,Zonaria,sp.,Turfing Brown,Marine Plants,Point Leo,-38.422,145.078,68,231,26/08/2007,5,10
Tracheophyta,,Alismatales,Cymodoceaceae,Amphibolis,antartica,Sea Nymph,Marine Plants,Point Leo,-38.422,145.078,68,231,26/08/2007,5,10
Chordata,Actinopteri,Perciformes,Pempheridae,Pempheris,multiradiata,Common Bullseye,Fish Species,Point Leo,-38.422,145.078,68,231,26/08/2007,5,10
Chordata,Actinopteri,Perciformes,Kyphosidae,Tilodon,sexfasciatus,Moonlighter,Fish Species,Point Leo,-38.422,145.078,68,231,26/08/2007,5,10
Chordata,Actinopteri,Perciformes,Kyphosidae,Atypichthys,strigatus,Mado,Fish Species,Point Leo,-38.422,145.078,68,231,26/08/2007,5,10
Chordata,Actinopteri,Perciformes,Pomacentridae,Parma,victoriae,Scalyfin,Fish Species,Point Leo,-38.422,145.078,68,231,26/08/2007,5,10
Chordata,Actinopteri,Perciformes,Labridae,Notolabrus,tetricus,Blue - Throated Wrasse,Fish Species,Point Leo,-38.422,145.078,68,231,26/08/2007,5,10
Chordata,Actinopteri,Perciformes,Labridae,Pictilabrus,lacticlavius,Senator Wrasse,Fish Species,Point Leo,-38.422,145.078,68,231,26/08/2007,5,10
Chordata,Actinopteri,Tetraodontiformes,Monocanthidae,Meuschenia,freycineti,Six Spined Leatherjacket,Fish Species,Point Leo,-38.422,145.078,68,231,26/08/2007,5,10
Annelida,Polychaeta,Sabellida,Sabellidae,Sabellastarte,sp.,Featherduster Worm,Invertebrates,Point Leo,-38.422,145.078,68,231,26/08/2007,5,10
Chordata,Actinopteri,Tetraodontiformes,Aracanidae,Aracana,aurita,Shaws cowfish,Fish Species,Point Leo,-38.422,145.078,68,231,14/10/2007,5,10
Porifera,Demospongiae,Tethyida,Tethyidae,Tethya,bergquistae,Golfball Sponge,Invertebrates,Point Leo,-38.422,145.078,68,231,14/10/2007,5,10
Cnidaria,Anthozoa,Actiniaria,Sagartiidae,Anthothoe,albocincta,Orange and White Striped Anenome (Striped Anemone),Invertebrates,Point Leo,-38.422,145.078,68,231,14/10/2007,5,10
Mollusca,Gastropoda,,Haliotidae,Haliotis,laevigata,Greenlip Abablone,Invertebrates,Point Leo,-38.422,145.078,68,231,14/10/2007,5,10
Mollusca,Gastropoda,,Phasianellidae,Phasianella,australis,Pheasant Snail,Invertebrates,Point Leo,-38.422,145.078,68,231,14/10/2007,5,10
Echinodermata,Asteroidea,Valvatida,Asterinidae,Meridiastra,gunnii,Purple sea star,Invertebrates,Point Leo,-38.422,145.078,68,231,14/10/2007,5,10
Echinodermata,Asteroidea,Valvatida,Goniasteridae,Nectria,ocellata,Ocellate Sea Star,Invertebrates,Point Leo,-38.422,145.078,68,231,14/10/2007,5,10
Echinodermata,Echinoidea,Camarodonta,Echinometridae,Heliocidaris,erythrogramma,Common Sea Urchin,Invertebrates,Point Leo,-38.422,145.078,68,231,14/10/2007,5,10
Echinodermata,Echinoidea,Diadematoida,Diadematidae,Centrostephanus,rodgersii,Black Sea Urchin,Invertebrates,Point Leo,-38.422,145.078,68,231,14/10/2007,5,10
Chordata,Ascidiacea,Stolidobranchia,Pyuridae,Pyura,australis,Sea Tulip,Invertebrates,Point Leo,-38.422,145.078,68,231,14/10/2007,5,10
Chordata,Ascidiacea,Stolidobranchia,Pyuridae,Herdmania,momus,Red-throat Sea Squirt,Invertebrates,Point Leo,-38.422,145.078,68,231,14/10/2007,5,10
Chordata,Ascidiacea,Aplousobranchia,Holozoidae,Sycozoa,cerebriformis,Brain Sea Squirt,Invertebrates,Point Leo,-38.422,145.078,68,231,14/10/2007,5,10
Chordata,Ascidiacea,Aplousobranchia,Pyuridae,Pyura,stolonifera,Cunjevoi,Invertebrates,Point Leo,-38.422,145.078,68,231,14/10/2007,5,10
Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Macrocystis,pyrifera,String Kelp,Marine Plants,Point Leo,-38.422,145.078,68,231,14/10/2007,5,10
Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,Sargassum,sp.,Sargassum,Marine Plants,Point Leo,-38.422,145.078,68,231,14/10/2007,5,10
Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,Acrocarpia,sp.,Acropcarpia,Marine Plants,Point Leo,-38.422,145.078,68,231,14/10/2007,5,10
Ochrophyta,Phaeophyceae,Ectocarpales,Ectocarpaceae,Ectocarpus,sp.,Ectocarpus,Marine Plants,Point Leo,-38.422,145.078,68,231,14/10/2007,5,10
Chlorophyta,Ulvophyceae,Cladophorales,Cladaphoraceae,Cladophora,sp.,Green Filamentous,Marine Plants,Point Leo,-38.422,145.078,68,231,14/10/2007,5,10
Rhodophyta,Florideophyceae,Plocamiales,Plocamiaceae,Plocamium,dilatatum,Red Fleshy,Marine Plants,Point Leo,-38.422,145.078,68,231,14/10/2007,5,10
Rhodophyta,Florideophyceae,Corallinales,Corallinaceae,Encrusting,sp.,Encrusting Coralline,Marine Plants,Point Leo,-38.422,145.078,68,231,14/10/2007,5,10
Rhodophyta,Florideophyceae,Balliales,Balliaceae,Ballia,callitricha,Turfing Red,Marine Plants,Point Leo,-38.422,145.078,68,231,14/10/2007,5,10
Ochrophyta,Phaeophyceae,Dictyotales,Dictyotaceae,Zonaria,sp.,Turfing Brown,Marine Plants,Point Leo,-38.422,145.078,68,231,14/10/2007,5,10
Tracheophyta,,Alismatales,Cymodoceaceae,Amphibolis,antartica,Sea Nymph,Marine Plants,Point Leo,-38.422,145.078,68,231,14/10/2007,5,10
Chordata,Actinopteri,Syngnathiformes,Sygnathidae,Phyllopteryx,taeniolatus,Common Seadragon (aka. Weedy Seadragon),Fish Species,Point Leo,-38.422,145.078,68,231,14/10/2007,5,10
Chordata,Actinopteri,Perciformes,Labridae,Notolabrus,tetricus,Blue - Throated Wrasse,Fish Species,Point Leo,-38.422,145.078,68,231,14/10/2007,5,10
Chordata,Actinopteri,Tetraodontiformes,Aracanidae,Aracana,ornata,Ornate Cowfish,Fish Species,Point Leo,-38.422,145.078,68,231,27/12/2007,5,10
Porifera,Demospongiae,Tethyida,Tethyidae,Tethya,bergquistae,Golfball Sponge,Invertebrates,Point Leo,-38.422,145.078,68,231,27/12/2007,5,10
Cnidaria,Anthozoa,Actiniaria,Sagartiidae,Anthothoe,albocincta,Orange and White Striped Anenome (Striped Anemone),Invertebrates,Point Leo,-38.422,145.078,68,231,27/12/2007,5,10
Annelida,Polychaeta,Sabellida,Sabellidae,Sabellastarte,sp.,Featherduster Worm,Invertebrates,Point Leo,-38.422,145.078,68,231,27/12/2007,5,10
Mollusca,Gastropoda,,Haliotidae,Haliotis,laevigata,Greenlip Abablone,Invertebrates,Point Leo,-38.422,145.078,68,231,27/12/2007,5,10
Mollusca,Gastropoda,,Fasciolariidae,Australaria,australasia,Tulip Shell,Invertebrates,Point Leo,-38.422,145.078,68,231,27/12/2007,5,10
Mollusca,Gastropoda,,Phasianellidae,Phasianella,australis,Pheasant Snail,Invertebrates,Point Leo,-38.422,145.078,68,231,27/12/2007,5,10
Echinodermata,Asteroidea,Valvatida,Asterinidae,Meridiastra,gunnii,Purple sea star,Invertebrates,Point Leo,-38.422,145.078,68,231,27/12/2007,5,10
Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Coscinasterias,muricata,Eleven Armed Sea Star,Invertebrates,Point Leo,-38.422,145.078,68,231,27/12/2007,5,10
Echinodermata,Echinoidea,Camarodonta,Echinometridae,Heliocidaris,erythrogramma,Common Sea Urchin,Invertebrates,Point Leo,-38.422,145.078,68,231,27/12/2007,5,10
Chordata,Ascidiacea,Stolidobranchia,Pyuridae,Pyura,australis,Sea Tulip,Invertebrates,Point Leo,-38.422,145.078,68,231,27/12/2007,5,10
Chordata,Ascidiacea,Stolidobranchia,Pyuridae,Herdmania,momus,Red-throat Sea Squirt,Invertebrates,Point Leo,-38.422,145.078,68,231,27/12/2007,5,10
Chordata,Ascidiacea,Aplousobranchia,Holozoidae,Sycozoa,cerebriformis,Brain Sea Squirt,Invertebrates,Point Leo,-38.422,145.078,68,231,27/12/2007,5,10
Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,Sargassum,sp.,Sargassum,Marine Plants,Point Leo,-38.422,145.078,68,231,27/12/2007,5,10
Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,Acrocarpia,sp.,Acropcarpia,Marine Plants,Point Leo,-38.422,145.078,68,231,27/12/2007,5,10
Ochrophyta,Phaeophyceae,Ectocarpales,Ectocarpaceae,Ectocarpus,sp.,Ectocarpus,Marine Plants,Point Leo,-38.422,145.078,68,231,27/12/2007,5,10
Chlorophyta,Ulvophyceae,Cladophorales,Cladaphoraceae,Cladophora,sp.,Green Filamentous,Marine Plants,Point Leo,-38.422,145.078,68,231,27/12/2007,5,10
Rhodophyta,Florideophyceae,Plocamiales,Plocamiaceae,Plocamium,dilatatum,Red Fleshy,Marine Plants,Point Leo,-38.422,145.078,68,231,27/12/2007,5,10
Rhodophyta,Florideophyceae,Corallinales,Corallinaceae,Encrusting,sp.,Encrusting Coralline,Marine Plants,Point Leo,-38.422,145.078,68,231,27/12/2007,5,10
Rhodophyta,Florideophyceae,Balliales,Balliaceae,Ballia,callitricha,Turfing Red,Marine Plants,Point Leo,-38.422,145.078,68,231,27/12/2007,5,10
Ochrophyta,Phaeophyceae,Dictyotales,Dictyotaceae,Zonaria,sp.,Turfing Brown,Marine Plants,Point Leo,-38.422,145.078,68,231,27/12/2007,5,10
Tracheophyta,,Alismatales,Cymodoceaceae,Amphibolis,antartica,Sea Nymph,Marine Plants,Point Leo,-38.422,145.078,68,231,27/12/2007,5,10
Chordata,Actinopteri,Perciformes,Plesiopidae,Paraplesiops,meleagris,Southern Blue Devil (aka. Blue Devil),Fish Species,Point Leo,-38.422,145.078,68,231,27/12/2007,5,10
Chordata,Actinopteri,Perciformes,Mullidae,Upeneichthys,lineatus,Blue-lined Goatfish,Fish Species,Point Leo,-38.422,145.078,68,231,27/12/2007,5,10
Chordata,Actinopteri,Perciformes,Pempheridae,Pempheris,multiradiata,Common Bullseye,Fish Species,Point Leo,-38.422,145.078,68,231,27/12/2007,5,10
Chordata,Actinopteri,Perciformes,Kyphosidae,Tilodon,sexfasciatus,Moonlighter,Fish Species,Point Leo,-38.422,145.078,68,231,27/12/2007,5,10
Chordata,Actinopteri,Perciformes,Kyphosidae,Atypichthys,strigatus,Mado,Fish Species,Point Leo,-38.422,145.078,68,231,27/12/2007,5,10
Chordata,Actinopteri,Perciformes,Cheilodactylidae,Cheilodactylus,nigripes,Magpie Perch (aka. Magpie Morwong),Fish Species,Point Leo,-38.422,145.078,68,231,27/12/2007,5,10
